Sample	posterior	likelihood	prior	treePrior	overallClockRate.c:tree	tree.height	tree.treeLength	clockRate.t:TBO72-2	clockRate.t:TBO47	clockRate.t:TBO53-2	clockRate.t:TBO26	NJ_Distance.treeDistance	UPGMA_Distance.treeDistance	proportionInvariant.s:TBO72-2	proportionInvariant.s:TBO47	proportionInvariant.s:TBO53-2	proportionInvariant.s:TBO26	gammaShape.s:TBO72-2	gammaShape.s:TBO47	gammaShape.s:TBO53-2	gammaShape.s:TBO26	ucldStdev.clock	RateStatLogger.mean	RateStatLogger.variance	RateStatLogger.coefficientOfVariation	BDBirthRate.t:tree	BDDeathRate.t:tree
100000	-6618.903146891341	-6506.9659676997735	-111.93717919156778	-49.81516387526119	0.007731862214252817	6.929675352977198	31.828450186405135	1.1112256020472664	1.0521961139657374	0.9887918106468189	0.8477864733401774	17.0	15.0	0.05107957744368439	0.1850395579475761	0.5851810544958742	0.003645577875287	3.0873989464143725	0.3618958059390838	0.6204409426071825	0.2296265116381656	1.0033030535148255	0.005747873680980884	2.4581870418076364E-4	1.4822809183599925	0.3516830306363248	0.8925621628950985
110000	-6604.501770182706	-6511.272879654355	-93.22889052835161	-58.362435122454556	0.0076849424136176715	8.815828187154258	37.913400730987355	1.0524254938334336	1.1432347759642154	1.0121932091509653	0.7921465210513859	15.0	14.0	0.09614139998085501	0.43082999807867406	0.2631351811813254	0.05512836959912779	1.3665121361054409	1.6053353974952174	0.4137099472922733	0.2983906764703769	0.8390165777823154	0.004642204702916337	4.4614616365688045E-5	1.014710294364039	0.3172434415536626	0.864444689160909
120000	-6589.041710022008	-6507.755263979051	-81.28644604295744	-48.21983890732289	0.010925547327076908	9.315897831412789	34.73892030732742	1.2266425208903702	0.9541268749837857	1.0568265721641714	0.7624040319616726	15.0	14.0	0.043068381678624215	0.07964652757123006	0.17081386260122933	0.3191037047015256	1.5986183610195277	0.31091195195602245	0.7645141248299366	0.10966705207434994	0.7169694083925401	0.005390287016896026	6.544635140755531E-5	0.8071153336732958	0.3782119946596778	0.8931069560934362
130000	-6594.1090330172465	-6503.952410156504	-90.15662286074277	-48.19824698842481	0.013186546378590796	7.1845727243111295	32.66266400251402	1.2133200124223886	0.9404894800477397	0.9139109322868099	0.9322795752430619	17.0	15.0	0.0100270102718201	0.05587478741160802	0.07025998416117896	0.4226371347272341	1.1496866882401364	0.14547601185463313	0.3890855838066213	0.40783198130188497	0.9072503638253451	0.006616822556937514	1.8035303845251587E-4	1.1150537662310203	0.3419280678171466	0.927517121311663
140000	-6593.128326008898	-6500.080497903921	-93.0478281049762	-42.025644055006765	0.013873540430232508	7.061739945561056	29.070972566105667	1.1927888404437579	0.9452550148904315	0.9663831678460323	0.8955729768197781	18.0	14.0	0.08798324413713593	0.13801410915478846	0.4595717094113855	8.323476826204854E-4	2.5349392973916345	0.7062485380335156	0.42009160626406394	0.11788250843639782	0.9740414400507292	0.006256665692333996	1.7905048367109503E-4	1.008379675908859	0.511161437856295	0.9413519517390199
150000	-6583.942905473092	-6501.461505810388	-82.48139966270365	-41.135994729653184	0.013149753924073068	6.937851183074734	28.377323215957645	1.175468059385124	1.0207843165906998	1.0056653868307996	0.798082237193376	17.0	14.0	0.03428977274867347	0.09908597324678894	0.42479061651160094	0.42178123497137926	1.1149087050592044	0.5913271255121418	0.6187492146419963	0.31802634214092174	1.1521889562192227	0.006895753060291167	1.6317834142830809E-4	1.1707695900129784	0.37247236001573003	0.9256046111554934
160000	-6595.671303561497	-6511.444361980459	-84.22694158103783	-43.2015600496553	0.011370169362415077	7.715391689771337	30.59023857518273	0.8903090596659087	1.0781536581378246	1.138924872645488	0.892612409550779	18.0	14.0	0.03747130024288279	0.6259716219948022	0.5502771631425001	0.35095807509179033	1.428048211848608	0.7090326659320901	0.5089375315453946	0.20694876045168947	0.7589349011975317	0.006305877896343824	6.938391354252922E-5	0.7806698643080295	0.5105620583498562	0.9134462443391637
170000	-6601.923617573373	-6499.7240205869975	-102.19959698637581	-41.614042197416865	0.01212389257626087	7.485342024412196	29.24449948460743	1.0670861831503329	0.8925357598505114	1.04422402309389	0.9961540339052657	17.0	14.0	0.015753937864423924	0.027792634457907087	0.2999774413254671	0.7203229152915769	3.6432485720853243	0.5426189138058708	0.2658967420524691	0.8973383633148192	1.015078472231106	0.006433023605909986	1.7975126833528977E-4	1.0095521663379885	0.5238287360094169	0.8793470799183257
180000	-6608.65119330173	-6513.85436383151	-94.79682947021962	-35.28246344825978	0.01072866053545327	7.316525908342511	27.044083352287906	1.2494412753491109	0.9330353112966899	1.0168713490174985	0.8006520643367008	16.0	14.0	0.11904577548498446	0.13371139629806256	0.2794599403021206	0.014736351278446521	2.4004799047536287	0.9977097206285158	0.27240621066897136	0.1	0.9328795169823669	0.006968097635565891	2.658038747455072E-4	1.1833526394672358	0.4992419093156274	0.9270933836031761
190000	-6596.049205868956	-6510.573939849398	-85.47526601955782	-43.539426645285694	0.009803856268302828	6.671094894517846	28.33005263643264	1.0350195959818493	1.0898677586668282	1.1231408123057478	0.7519718330455749	15.0	14.0	0.19404724286149116	0.144782601184013	0.14371925685663187	0.06984946330101865	2.1113113613827115	0.7133016873162822	0.4247172341648899	0.11744989623597679	0.8057026059585156	0.006261117028243377	8.4069245574554E-5	0.9533329936081802	0.43323624871339245	0.9307470855285206
200000	-6602.893357921721	-6501.835243221608	-101.05811470011261	-49.822936019574776	0.009333358236861735	8.491277908396127	33.55856564714613	1.0662311977084158	1.0795665295582326	0.9972418101038888	0.8569604626294629	17.0	15.0	0.033030231238108027	0.0662541639980545	0.3601269278248018	0.11622249010044731	2.3105620978317467	0.1662173644986494	0.15575302229752386	0.21872999406662838	0.9461657034547684	0.0057198768977895125	1.546355226484618E-4	1.1402160742554908	0.4946855110897356	0.8610586430865517
210000	-6583.407105276859	-6494.435830536694	-88.97127474016457	-57.47401065514521	0.009274485159999304	9.409802021443687	39.881942689688785	1.3545652520087101	1.0422748630918766	0.8704821112528205	0.7326777736465931	17.0	14.0	0.06020230925646678	0.11411094440462827	0.5905494467019666	0.004142590367480751	2.177591132971649	0.3946879063862127	0.6317092709985392	0.1191922474337443	1.1153509488369437	0.004624567315588477	8.535574656376782E-5	1.3567940144098254	0.37148097184842543	0.8981572045078624
220000	-6599.583880223393	-6508.166180620405	-91.41769960298865	-56.850820163275344	0.009705573285270675	7.417182593842669	36.84989509800515	1.2108777212373472	0.995105589060338	1.0142451223936924	0.7797715673086228	18.0	14.0	0.0652490898353302	0.16285882692001483	0.0065874661722815815	3.943523142472465E-6	1.467824424547288	1.4202853223155079	0.3324516886993581	0.1	1.0367822641365947	0.005527011908905559	2.1838733335537543E-4	1.7138603678789188	0.3061375203822027	0.8590052443804838
230000	-6591.089726247257	-6512.545856252856	-78.54386999440187	-46.92153760290385	0.0075136380582869556	6.877508733834778	29.122548613912592	1.3512756734916476	1.0175156307722664	0.8889115549473051	0.742297140788781	16.0	14.0	0.12166598540532221	0.03146276246958447	0.3104175949740662	0.006899334785804172	2.4846226946781163	0.2848056311185355	0.8151043761384411	0.21468262394439216	0.5627369622750542	0.005863104332484062	2.019012715809414E-5	0.5837823645483894	0.2157583648519773	0.9311687380963536
240000	-6607.289765568486	-6513.420931912119	-93.86883365636602	-58.88054523490672	0.008050239403052972	6.920045675113427	36.59104825637379	1.0282037939502633	1.2083939449527519	0.876265203012364	0.8871370580846206	17.0	16.0	0.039482355413469235	0.13050363788926445	0.22803571816530002	0.023675413023747063	5.827175639205382	0.19529904188019695	0.5672602012679698	0.24000398643337034	0.8203698509736264	0.004924267250057843	2.630937571386385E-5	0.7932758478128294	0.2438316456367574	0.9040545948382166
250000	-6610.812793194672	-6520.210250176467	-90.60254301820574	-51.64619331132627	0.00857061738935666	8.283334442073999	34.62569688746338	1.0270897230577252	1.1494754856922806	0.9273613145370949	0.8960734767128995	17.0	14.0	0.13825556525918994	0.2992410915815748	0.35733461333476313	0.08747592042707616	2.0911776186274125	1.4488678375709771	0.9541725418936412	0.9130913981166112	0.7419863613505538	0.005719974009337823	1.559825075224516E-4	1.4364236678379476	0.38797511237966587	0.940421487792936
260000	-6594.663809016984	-6496.992095665813	-97.6717133511701	-53.99556473839124	0.008524782634796604	7.088874941741346	34.02396614048503	1.2654186965002512	0.8921915742354916	0.9612172737816337	0.8811724554826236	18.0	14.0	0.009697986432271693	0.09571007779693667	0.16294378301157222	0.2560873742475477	1.6174843751734334	0.2875055672588942	0.21623951013309622	0.3168150659361725	1.0676679569153806	0.005311988134104147	4.3099320474538385E-4	2.016064340994681	0.2767331904231666	0.8945679399642059
270000	-6591.430569037577	-6506.001104981821	-85.42946405575564	-54.87055753375196	0.007969742254382552	8.965289305285959	36.706736104649416	1.164849485850095	0.9375714982855021	1.1368889870343801	0.7606900288300225	16.0	13.0	0.055979734823578466	0.24495018217057135	0.005574867659477958	0.5656174600005637	2.650388661117651	0.2703491381266622	0.1	0.365639864894997	0.596705910030155	0.005153049069079687	1.758392155988878E-5	0.6019404809223176	0.2771881585143811	0.9227770375379705
280000	-6591.658470876888	-6499.332281807379	-92.32618906950829	-51.85295133135022	0.008332706605885186	8.70180616314466	35.4614674050078	1.1120020923953147	1.1756423219671879	0.9134303901945612	0.7989251954429364	16.0	13.0	0.03448594248689252	0.044283086884160036	0.2044627120863928	0.3706940134785115	1.809777180331747	0.2083752654712189	0.30471441468307753	0.18336306151986062	0.7751493631160363	0.005543719672695082	4.4634804193204135E-5	0.8285508182635165	0.3300055820445976	0.9123609976550593
290000	-6590.21840532974	-6497.1575404297655	-93.06086489997377	-51.87128010273706	0.00842288866616733	7.317565108570095	32.989489510905344	1.1663202709613758	0.9668732403077991	1.0934445967882849	0.7733618919425403	18.0	15.0	0.2265285850486892	0.049791622989770835	0.3124041025711856	0.4615454288878339	3.892583347446312	0.35582737534933156	0.17205535032421443	0.23222700227559645	0.7952011899635123	0.005810998601298815	6.884325981523377E-5	1.072043736052484	0.42458796732150966	0.9087934091677682
300000	-6594.890839241419	-6496.45442273038	-98.4364165110379	-63.27338791457743	0.007807208659954396	8.862010953814389	42.61119306627885	1.077524814410529	0.9260652102000442	1.1950508033409815	0.8013591720484454	17.0	14.0	0.018894546054248944	0.1637832393580986	0.04405688546882263	0.6968827845876452	0.6823676222597139	0.4058719249876707	0.270074346719258	1.5455900707240386	1.154797861107164	0.004638853396083531	5.751958597804379E-5	1.2262189581826106	0.3367348137802827	0.9122879481457189
310000	-6597.852780578342	-6504.3378175752005	-93.5149630031415	-51.11052335544711	0.008458659426619101	7.55565440549439	32.72363819751551	1.1601720970955907	0.8484350877476664	1.1271665950222296	0.8642262201345138	13.0	15.0	0.1752778439884411	0.19721080203233057	0.27564826301120265	0.30329594598947135	1.2897925367790146	0.4593723037995345	0.19560724629410176	0.1	0.879754246930478	0.006418184763070602	2.24922163534496E-4	1.6729301930301237	0.3967064189465323	0.9315654927768185
320000	-6600.236581852448	-6516.5148872516	-83.72169460084741	-55.13696673993308	0.008805770709107269	9.05872941722288	36.93640259198409	1.0893983070826603	1.0113568100515704	0.9759669871566765	0.9232778957090925	16.0	14.0	0.013473559507340449	0.43485499328465577	0.18340756034316175	0.029698273493449005	2.484120429562117	0.32728191066021123	0.25439357525848943	0.1	0.605619908203483	0.005656517016253015	4.4141115193075235E-5	0.8255312798888144	0.42801738227637603	0.8606296351283184
330000	-6602.524461508096	-6515.169081444736	-87.35538006336029	-49.0127030361979	0.008256567856204213	8.675160443337164	33.94977259348089	1.0240082275550704	1.008326500351316	0.9243411486665546	1.043324123427059	16.0	15.0	0.07399188436023234	0.32522684056654083	0.031676548759459924	0.6623620991215723	1.5446488105360034	0.4276783586102314	0.3042070588336933	0.35919314437854305	0.583879563329634	0.005732467457836879	3.469491083827022E-5	0.6875118146147507	0.3772579751370934	0.9230778910826849
340000	-6591.2370417116845	-6500.944463242753	-90.29257846893182	-51.38073979779092	0.009361537829813426	9.906966604467948	36.85940780262444	1.2774309571716826	0.8504739705353168	1.1495045830454083	0.7225904892475922	16.0	15.0	0.1722711224667949	0.3858905831632086	0.013839420045707058	0.005028347367772502	1.199824217581994	0.5759706904895462	0.12411264212450575	0.1	0.8423380835894433	0.005135386063647145	6.648265105620468E-4	2.3922858360672463	0.5031277295163009	0.8950905217008143
350000	-6609.30103697192	-6500.419603592783	-108.88143337913759	-52.577024125120786	0.007602869911118101	7.600736337619754	35.04438630093613	1.3041082521139886	0.9581904367454176	0.8773037784640969	0.8603975326764968	15.0	14.0	0.11870851683030612	0.3949398022510002	0.019238942720490426	0.5933051196592714	5.866532919353032	0.6761270671453499	0.23489460969165316	0.36664597658332193	0.9228162182104616	0.005093507862062982	6.703595564231825E-5	0.9978954705184	0.34919646910116314	0.902670280556205
360000	-6593.963587769788	-6499.5940784732375	-94.36950929655072	-49.08298439045196	0.010041156119905074	9.422038624808003	35.538270171415576	1.1458727116243044	0.9372634529995966	1.159543542377263	0.7573202929988364	17.0	14.0	0.023342196417846316	0.170757969233286	0.2895488692291259	0.13711055030252808	1.46022647256595	0.29292895122762586	0.2723828811878272	0.501128471089916	0.9545357008238252	0.005121508127694163	2.3770523626658142E-4	1.4168954628045922	0.28371540883387764	0.9231132641568063
370000	-6592.243073321814	-6498.46153807536	-93.78153524645387	-47.34924386585102	0.011583305205251047	7.838226730896572	31.60730056995451	1.1281521421311342	1.0948648071265807	0.8466574219733439	0.9303256287689408	15.0	14.0	0.09245602901109409	0.30254850464094596	0.6685677479617749	0.4518792372136973	3.841296418670038	0.4563064156600741	1.3298830585356316	0.4297394803087134	0.809740730680505	0.005946373295465835	9.551460040353371E-5	0.9564779234807714	0.43846491334192733	0.8759880073779371
380000	-6595.670695443661	-6499.586840065536	-96.08385537812485	-46.86589262054314	0.012003934802770276	7.5808869947776545	30.468961776846164	1.195768654746353	0.9909198227974354	0.8388662026390031	0.9744453198172087	15.0	15.0	0.0648610380774285	0.6016078237459916	0.42774798346469606	0.5274171228591905	3.1253556327401415	0.7045816109691773	1.3206853498761955	0.20551010013427182	0.9027179562888685	0.006104979421885718	1.5921093660191851E-4	1.1504216257378166	0.5600815703478396	0.8761717393276643
390000	-6600.606557330897	-6502.645315502234	-97.96124182866345	-47.28836640087597	0.010786948387390423	7.333007941737291	31.656716437592216	1.1203043692457249	0.9147225002673791	1.0778037827153615	0.8871693477715346	16.0	14.0	0.08608840035319901	0.2528103392883684	0.15120797003387879	0.2713931493998747	3.0517705815333116	0.999317025435599	0.17285287569665106	0.16598888874146756	1.2154563406241405	0.00536278782813052	4.3343648379526117E-4	1.7813641455971079	0.3863391345568004	0.9415604364571067
400000	-6593.564628226276	-6503.886908566465	-89.67771965981167	-41.54701504104302	0.01380965184576839	7.326973472618163	29.156317557260657	1.1733466414810465	1.0020834915319703	0.9168638941928021	0.907705972794181	15.0	14.0	0.18765499784860956	0.3400436123865431	0.4542170616539234	0.006611931832744902	3.816927771066217	0.3251450014515902	0.6321754571930074	0.1685996141427253	0.6986450357435117	0.006539427069163767	1.4361478775690574E-4	0.8750087966483854	0.328340548547086	0.9174047800347767
410000	-6605.199119270551	-6514.547749982274	-90.65136928827714	-49.590070602506884	0.010587090875874245	7.3794314253914735	32.21906811212364	1.2718214438536124	0.9763838819754259	0.9850696471357195	0.7667250270352423	16.0	14.0	0.13221878628492334	0.058772282417645524	0.3187584890560671	0.4456541524730207	2.8546326796703263	0.8315719931449111	0.15872890414232466	0.7740440121345051	0.8423243433485489	0.005396629126660299	1.9844784827768622E-4	1.4403108803299551	0.4196815623621344	0.8799768040798661
420000	-6578.89593562767	-6488.671748345789	-90.22418728188173	-41.19537778694061	0.01012105274274022	7.33716325216186	29.01723609207096	1.059123256249647	0.980474780399175	1.0858423976815286	0.8745595656696493	16.0	14.0	0.041789142171015946	0.07032451632969669	0.5190092934719933	0.60992318676734	2.468635874141687	0.575125624883074	0.9096885777401647	0.6287727589577604	0.7740577963268019	0.006096829876723618	1.0714185663916008E-4	1.0017674606489815	0.3545133898402355	0.9465571000246568
430000	-6577.88584015622	-6495.711236307338	-82.17460384888187	-47.915606017157685	0.01120831048762541	8.516608791791587	33.10831935533761	1.1240279338893995	1.038298614249926	0.9555993308546519	0.8820741210060229	15.0	14.0	0.046739786781142205	0.32343069875352914	0.08031751304586837	0.273089585072356	0.8142040885259028	0.33741223006082827	0.12231034609502177	0.3386173629628087	0.8416887299893592	0.005501339551533723	1.4408400829853425E-4	1.2964331552747888	0.3742177640885384	0.8988778316115338
440000	-6590.2244898468025	-6504.597152275184	-85.62733757161827	-48.55503310906741	0.012098100268152877	6.584983562904575	29.844366124746614	1.2550213105572845	0.8732770431583933	0.9164969995434888	0.9552046467408335	16.0	15.0	0.005552492669183766	0.1693276260146552	0.29005523088932683	0.4497201323751988	1.8209184368468703	0.1688250739981252	0.5126013300070997	0.32414103383577636	0.8680253056966349	0.0064803071801458586	1.1764776079149933E-4	1.0615561943337883	0.4705866257011725	0.8793717230083157
450000	-6590.408288231327	-6501.551979650205	-88.85630858112192	-47.22677417373067	0.010979561115450082	7.746722871178721	32.08377016217948	1.1038469188624396	1.0113379913692644	0.9455714316035778	0.9392436581647184	16.0	14.0	0.007229627909456722	0.013987352640453999	0.18293709816540196	0.5763493933305426	2.862375214404429	0.2332298476025422	0.2499576973706812	0.34417746420938355	0.7118235251202004	0.005960479611550896	9.045162154889538E-5	0.8826042666384595	0.4993891482709975	0.9174884984262595
460000	-6599.910066610063	-6510.908044499814	-89.00202211024853	-43.418572191142005	0.00936821984281596	7.776546469212245	30.44523809573584	1.0565884924157602	0.9930740825924225	1.0263364451397745	0.9240009798520427	16.0	15.0	0.1777440345725742	0.38272198710701155	0.0052690295975760856	0.00963834380121849	2.951053085439687	0.7610461846813507	0.1379643171864287	0.1	0.8033324789703119	0.0057789376312383615	1.1042010426087771E-4	1.0603820166982092	0.41680969013524094	0.9408622687714584
470000	-6604.946443495508	-6502.25870762063	-102.68773587487831	-52.505779142501765	0.009335933192684259	10.238533239199985	38.76064400159957	0.9432092624610945	1.118136714336393	1.25311895952946	0.6855350636730526	14.0	15.0	0.1379043138375036	0.47161373008880925	0.4361299581754348	0.3006677339131027	2.033775734306679	0.8315424929930813	0.7869747810389006	0.17983033952513433	0.811782699861507	0.005053659057180758	2.525032079775919E-4	1.567857605846944	0.43591613930420714	0.8748280828761744
480000	-6585.019112407343	-6493.10969481977	-91.90941758757263	-45.47965453515103	0.008204997682711436	7.060662472711857	29.891483297586	1.0798573379598773	1.0937538619289386	1.0611816009053094	0.765207199205875	17.0	15.0	0.048272244445600354	0.25432040590763055	0.20607946943435598	0.31732731413254384	3.6137136035224864	0.5062331970938213	0.28440785463534046	0.14743941475726544	0.622233106622573	0.006357737164229726	1.003068677224903E-4	1.1004157859182035	0.42840274962031216	0.9126268822631483
490000	-6618.54551237299	-6508.5279417564025	-110.01757061658768	-49.71772676828554	0.008840720859181821	8.761457790082629	35.565477597020916	1.0881862228194534	0.988888980497999	1.0520932616544934	0.8708315350280541	14.0	15.0	0.09907559105623379	0.46817377445860303	0.499197723869095	0.003469015815707169	3.288253898596611	2.1809196944999694	1.047628674275247	0.1	0.8004862769830698	0.005347222706547357	2.121785650328936E-4	1.3210919618636792	0.39076530532988446	0.8861607862898045
500000	-6596.830701932055	-6506.966857328333	-89.86384460372139	-50.251754670502194	0.009430613195436895	6.883539263600643	30.961978468427134	1.328358176257265	1.0589530659373805	0.8835366714183508	0.7291520863870039	15.0	13.0	0.06638932626099266	0.3681666473305379	0.10877298485209057	0.2765354343638502	3.615572620862339	1.548523637348138	0.11535405597600351	0.2250631672343494	0.8027736661407625	0.0063707377680071635	6.59467480177136E-5	0.9221473955061691	0.1969057866558961	0.9300041599477042
510000	-6592.001006687175	-6502.2755733086815	-89.72543337849339	-48.02404144424263	0.008990474399950672	6.557388277525572	29.823044949525794	1.1694089302978994	1.1765417236695996	0.9839988393267273	0.670050506705773	14.0	15.0	0.08138905777361252	0.0017555341845929824	0.09760937973859654	0.09409268398573764	1.6766039610696548	0.19362321809356098	0.11241115785749042	0.16433227730310995	0.9251978206256941	0.005769459220346118	1.0646369192364674E-4	1.1256362341261803	0.46198801519896676	0.912437869025722
520000	-6584.61205199464	-6496.682643199183	-87.92940879545633	-53.20764961356676	0.00945330088776098	7.386117863993288	33.26636002332967	1.3571667447415663	0.944338816049298	0.9155669315856061	0.7829275076235301	16.0	14.0	0.030269517797216317	0.3151757173687103	0.3836513956407949	0.4828219398354897	1.2457915355179328	0.3887692289052072	0.5335142439770394	0.25141028213350086	0.9714599826920859	0.005689664585978909	4.410946312166266E-5	0.8681729493132536	0.4450021998368191	0.9018089078959075
530000	-6592.225150508353	-6497.840689861211	-94.38446064714194	-53.70381897168094	0.007934199149191907	6.685432424679875	32.97947305714399	1.1020648567943943	1.0566467794488617	0.8877584569817807	0.9535299067749635	16.0	15.0	0.01677359157444703	0.36850064269035915	0.013620665741758515	0.18791533616568679	0.8038622385491474	0.6005410885761201	0.24757318170677237	0.13876640734911844	0.9317559731522581	0.006043666556528231	6.674244628871213E-5	1.0616376514020482	0.40892112833268474	0.8829111688965816
540000	-6589.82698112657	-6495.976281297456	-93.85069982911389	-47.22436973480365	0.009379323348525646	8.585778658089136	33.64406925211258	1.1252255060411553	0.8952219973851938	1.0629441254343142	0.916608371139337	17.0	14.0	0.03648556284467485	0.2438690454718588	0.5484307429494188	0.16971930597715318	2.0368311447142817	0.5932774938291949	0.6526671338244244	0.15803028846513278	0.6955691094000562	0.005569380087297269	5.450084417545834E-5	0.7466699289166064	0.43324800289645704	0.9058778679474008
550000	-6579.825492484536	-6492.364910878211	-87.46058160632491	-52.916937359763345	0.009020885435825429	9.000071706744691	35.86804547775931	1.1369402922016514	0.9691962933783077	1.0309159707775404	0.8629474436425001	16.0	14.0	0.03217207169151788	0.08130489438753416	0.3397215624230381	5.717376400993586E-7	2.1058973139100647	0.25886506647068824	0.19546673457856917	0.1135511609159218	0.8186991580932764	0.005290790424506381	7.06150648915201E-5	1.0448614769125428	0.32189566310670586	0.8646854355172113
560000	-6603.469857457164	-6502.179581770196	-101.29027568696797	-50.460336966343746	0.0071343817704984935	10.113784113849578	38.046137005958734	1.1194320015849513	1.0463065802038582	0.9450655571525173	0.8891958610586733	17.0	14.0	0.010634373036063734	0.17761281599254003	0.006777481208458256	6.307291587506365E-10	3.4776800159688235	0.23381944599726012	0.20971990603899754	0.4473488831851512	0.8839952703999012	0.004584602264848859	7.438506913965812E-5	1.0396442487887523	0.3769404473138964	0.8967475106860459
